,Name,RAT,VER,Price,SKI,WF,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Weight,Height,Pos,AttackWorkRate,DefenseWorkRate
20666,Mohammed Sangare,56,Normal  Controlled,700,2,3,62,49,54,58,54,69,0,346,1587,83.0,191,CM,M,M
20667,Regan Griffiths,56,Normal  Controlled,10K,2,3,67,47,54,59,47,58,0,332,1530,71.0,181,CM,M,M
20668,Lalruatthara,56,Normal  Controlled,850,2,4,77,35,40,52,52,62,-2,318,1460,76.0,184,LB,M,M
20669,Promise Omochere,56,Normal  Controlled,8.9K,3,2,69,53,50,57,40,68,3,337,1541,79.0,188,ST,H,M
20670,Naif Almas,56,Normal  Lengthy,1K,2,3,62,26,34,37,55,67,0,281,1275,68.0,177,CB,M,M
20671,Justin Haak,56,Normal  Controlled,750,2,3,47,39,55,60,53,51,3,305,1437,75.0,184,CM,M,M
20672,Kwang Jun Lee,56,Normal  Lengthy,10K,2,3,59,21,29,28,56,70,4,263,1164,82.0,191,CB,L,M
20673,Kerui Chen,56,Normal  Controlled,0,2,3,67,50,55,59,42,58,0,331,1520,73.0,183,CM,M,M
20674,Debjit Majumder,56,Normal  Controlled,9.2K,1,2,54,51,47,60,40,56,0,308,646,71.0,175,GK,M,M
20675,Nikhil Poojary,56,Normal  Controlled,1K,2,4,74,49,49,58,43,59,15,332,1523,64.0,178,RW,M,H
20676,Pratik Chaudhari,56,Normal  Controlled,700,2,2,55,25,32,42,53,73,-2,280,1273,80.0,188,CB,M,M
20677,Michael Soosairaj,56,Normal  Controlled,500,2,3,72,50,52,54,47,55,-2,330,1526,64.0,174,LM,H,M
20678,Lalthathanga Khawlhring,56,Normal  Controlled,0,2,3,63,44,54,61,51,62,-1,335,1575,69.0,165,CM,M,M
20679,Yaxiong Bao,56,Normal  Controlled,10K,1,1,59,52,55,56,20,51,1,293,628,81.0,192,GK,M,M
20680,Adam Przybek,56,Normal  Controlled,10K,1,3,58,57,55,55,29,55,0,309,727,78.0,188,GK,M,M
20681,Mitchell Roberts,56,Normal  Lengthy,0,2,2,61,25,40,45,56,65,1,292,1332,73.0,184,CB,M,M
20682,Caolán Boyd-Munce,56,Normal  Controlled,0,2,3,63,52,55,53,45,61,3,329,1528,69.0,180,CM,H,M
20683,Ryan Burke,56,Normal  Controlled,7.4K,2,2,61,42,54,53,52,59,0,321,1508,73.0,177,LB,M,M
20684,Ossama Ashley,56,Normal  Controlled,900,2,3,71,47,53,57,51,67,0,346,1550,82.0,180,CM,M,M
20685,Daylam Meddah,56,Normal  Controlled,2K,2,3,67,47,55,62,49,62,5,342,1560,78.0,187,CM,M,M
20686,Jiahui Huang,56,Normal  Controlled,850,2,3,69,35,45,56,55,60,2,320,1434,74.0,183,CDM,M,M
20687,Jobby Justin,56,Normal  Controlled,0,2,3,58,55,45,54,36,59,8,307,1504,73.0,178,ST,H,L
20688,Wei Zhang,56,Normal  Controlled,10K,2,2,54,51,46,54,46,63,3,314,1460,74.0,186,ST,M,M
20689,Jayden Reid,56,Normal  Controlled,7.5K,2,3,80,54,46,57,20,51,3,308,1406,73.0,185,RM,M,M
20690,Harry Perritt,56,Normal  Controlled,0,2,2,63,33,46,51,52,63,0,308,1413,70.0,185,RB,M,M
20691,Edwin Sydney Vanspaul,56,Normal  Controlled,700,2,2,72,34,51,53,51,70,-3,331,1531,68.0,170,CDM,M,M
20692,Tivonge Rushesha,56,Normal  Explosive,1.4K,2,3,79,29,43,52,51,43,2,297,1377,57.0,163,RWB,M,M
20693,Rahim Ali,56,Normal  Controlled,700,2,3,76,53,46,56,24,60,2,315,1436,75.0,184,ST,H,L
20694,Aniket Jadhav,56,Normal  Controlled,10K,2,4,83,52,48,56,28,64,0,331,1483,72.0,174,LM,H,M
20695,Rahul Kannoly Praveen,56,Normal  Explosive,700,2,4,89,52,45,58,35,47,4,326,1505,64.0,167,RM,M,M
20696,Arshdeep Singh,56,Normal  Controlled,1.4K,1,2,57,54,53,63,42,53,-1,322,637,69.0,181,GK,M,M
20697,Ruifeng Huang,56,Normal  Controlled,850,2,3,71,35,49,57,49,60,0,321,1483,67.0,180,RWB,M,M
20698,Adam Petersson,56,Normal  Controlled,700,2,2,64,52,53,59,53,52,-1,333,1576,70.0,175,CM,M,M
20699,Cole Turner,56,Normal  Lengthy,1.4K,2,3,68,38,47,55,54,66,0,328,1475,79.0,188,CDM,M,H
20700,Charlie Caton,56,Normal  Controlled,0,2,2,74,54,47,57,34,57,2,323,1470,72.0,182,ST,M,M
20701,Ethan Dobbelaere,56,Normal  Controlled,900,2,3,72,43,48,61,38,41,0,303,1382,64.0,175,RM,H,M
20702,Ben Blythe,56,Normal  Lengthy,2.8K,2,2,56,22,34,40,55,64,2,271,1253,85.0,185,CB,M,M
20703,Sean Roughan,56,Normal  Lengthy,600,2,3,64,29,44,41,54,63,1,295,1366,73.0,183,LB,M,M
20704,Bas Van Den Eynden,56,Normal  Lengthy,700,2,4,60,44,57,56,50,71,1,338,1556,83.0,186,CM,H,M
20705,Rico Richards,56,Normal  Controlled,650,2,3,68,49,51,59,26,45,1,298,1385,68.0,178,LW,M,M
20706,Pehlivan,56,Normal  Controlled,0,2,3,59,51,62,58,44,47,4,321,1555,73.0,179,CM,M,M
20707,Adam Pavlesic,56,Normal  Controlled,550,1,2,56,57,53,59,30,58,2,313,562,87.0,189,GK,M,M
20708,Romario Jesuraj,56,Normal  Controlled,650,2,3,71,46,52,56,27,57,2,309,1400,67.0,170,RM,H,M
20709,Linus Tagesson,56,Normal  Controlled,2.9K,2,3,66,25,51,54,46,53,1,295,1384,67.0,178,RB,H,M
20710,Jordan Brown,56,Normal  Controlled,1K,2,3,63,31,44,54,56,66,0,314,1420,72.0,181,CDM,M,H
20711,Sandeep Singh,56,Normal  Controlled,1K,2,3,67,31,42,50,54,67,-1,311,1413,73.0,175,RB,M,M
20712,David Croitoru,56,Normal  Explosive,0,2,2,77,48,51,56,30,44,0,306,1380,68.0,177,CAM,M,L
20713,Marley Marshall-Miranda,56,Normal  Controlled,700,2,3,71,53,55,59,51,62,0,351,1633,67.0,175,CM,M,M
20714,Liam Ravenhill,56,Normal  Controlled,0,2,4,64,38,50,56,52,57,0,317,1499,71.0,174,CDM,M,M
20715,Mert-Yusuf Torlak,56,Normal  Controlled,950,2,3,59,49,54,63,32,40,0,297,1448,67.0,173,CAM,M,M
20716,Maximilian Pußwald,56,Normal  Controlled,600,1,3,55,57,56,60,18,54,0,300,627,71.0,182,GK,M,M
20717,Jinliang Zhang,56,Normal  Controlled,400,2,3,54,25,36,45,58,60,-2,278,1280,77.0,184,CB,M,M
20718,Yanis Maronne,56,Normal  Controlled,550,1,2,52,60,53,57,29,58,2,309,643,75.0,183,GK,M,M
20719,Dino Salihovic,56,Normal  Controlled,10K,2,3,67,40,53,58,49,61,-4,328,1517,71.0,178,CM,M,M
20720,Glan Martins,56,Normal  Controlled,10K,2,4,69,48,54,56,49,67,0,343,1541,70.0,180,CDM,M,M
20721,Ahmed Al Ghamdi,56,Normal  Controlled,700,2,4,72,47,51,59,41,59,2,329,1483,69.0,178,LM,M,M
20722,Darragh Nugent,56,Normal  Controlled,0,2,3,56,53,54,55,52,60,0,330,1562,72.0,183,CAM,M,M
20723,Vikram Singh,56,Normal  Explosive,1K,2,3,79,51,47,58,24,47,-2,306,1405,63.0,173,RM,M,M
20724,Mehtab Singh,56,Normal  Lengthy,700,2,3,67,25,32,34,56,68,1,282,1284,73.0,180,CB,M,M
20725,Antonio Stan,56,Normal  Explosive,9.4K,2,3,72,52,51,57,32,47,0,311,1432,68.0,176,LM,M,M
20726,Wout De Buyser,56,Normal  Controlled,700,2,3,67,25,44,49,56,59,0,300,1350,80.0,183,LWB,L,M
20727,Roshan Singh,56,Normal  Controlled,850,2,4,71,49,55,59,48,57,1,339,1582,68.0,172,LB,H,M
20728,Rida Zouhir,56,Normal  Controlled,8.9K,2,5,66,46,54,61,50,65,4,342,1586,72.0,178,CDM,M,M
20729,Dae Woo Kim,56,Normal  Controlled,1K,2,3,60,41,53,59,54,67,0,334,1585,78.0,179,CM,M,M
20730,Elias Kratzer,56,Normal  Controlled,1K,2,3,62,36,43,48,54,52,0,295,1354,66.0,178,RB,M,L
20731,Edison Azcona,56,Normal  Controlled,10K,3,3,67,54,49,64,23,38,3,295,1398,59.0,168,LM,M,M
20732,Ian Fray,56,Normal  Lengthy,1.1K,2,2,72,28,37,49,54,59,-1,299,1310,73.0,183,CB,H,M
20733,Hunter Sulte,56,Normal  Controlled,700,1,2,59,57,56,59,22,47,0,300,588,88.0,201,GK,M,M
20734,Aurelian Păun,56,Normal  Controlled,4.4K,1,2,58,52,56,58,28,56,1,308,728,75.0,181,GK,M,M
20735,Herman Johansson,56,Normal  Lengthy,1K,2,3,55,53,43,55,28,68,-1,302,1412,82.0,190,ST,M,M
20736,Kyle Ferguson,56,Normal  Lengthy,0,2,2,53,29,40,45,54,68,1,289,1291,80.0,195,CB,M,H
20737,Dylan Grimes,56,Normal  Controlled,700,3,3,69,50,52,58,32,51,0,312,1453,74.0,177,LM,H,M
20738,Matt Hatch,56,Normal  Controlled,900,2,3,92,44,41,55,48,59,12,339,1469,75.0,180,LB,H,M
20739,Young Joon Lee,56,Normal  Lengthy,0,2,3,63,54,44,53,19,68,1,301,1396,83.0,190,ST,H,M
20740,Nicky Hernandez,56,Normal  Controlled,0,4,4,65,53,55,65,43,54,-1,335,1567,78.0,178,CM,M,M
20741,Cody Mizell,56,Normal  Controlled,850,1,2,56,51,60,58,21,54,1,300,771,85.0,185,GK,M,M
20742,Kaveh Rad,56,Normal  Controlled,10K,2,3,56,31,37,37,56,63,0,280,1288,74.0,185,CB,M,M
20743,Cal Jennings,56,Normal  Controlled,8.6K,2,2,69,58,36,53,18,52,1,286,1340,75.0,180,ST,H,M
20744,Freddie Draper,56,Normal  Lengthy,0,2,3,66,56,37,51,24,62,1,296,1362,78.0,189,ST,M,M
20745,Brett Minnema,56,Normal  Controlled,7K,1,1,58,55,55,61,19,52,1,300,558,80.0,192,GK,M,M
20746,Syver Aas,56,Normal  Controlled,1.9K,2,3,68,46,55,60,47,58,4,334,1551,74.0,181,CM,M,M
20747,Mads Søndergaard,56,Normal  Controlled,700,2,2,65,45,56,60,44,45,1,315,1490,65.0,178,CM,M,M
20748,Anders Dahl,56,Normal  Controlled,1K,2,2,65,39,53,58,50,50,0,315,1490,63.0,177,CM,M,M
20749,Jordy Makengo,56,Normal  Controlled,950,2,3,72,20,35,41,56,63,3,287,1279,76.0,190,CB,M,M
20750,Joe Grey,56,Normal  Explosive,700,2,3,78,53,40,60,23,55,1,309,1423,73.0,176,LW,H,L
20751,Arne Schulz,56,Normal  Controlled,850,1,3,51,54,55,62,26,52,1,300,623,80.0,190,GK,M,M
20752,Lasse Schulz,56,Normal  Controlled,850,1,3,57,60,57,56,20,54,1,304,562,84.0,198,GK,M,M
20753,Ihan Altuntas,56,Normal  Controlled,0,2,3,63,25,43,51,55,58,0,295,1364,77.0,182,RB,M,M
20754,Théo De Percin,56,Normal  Controlled,800,1,3,61,55,56,58,22,55,2,307,643,81.0,185,GK,M,M
20755,Gabriel Dănuleasă,56,Normal  Lengthy,7K,2,3,62,24,36,37,55,66,-1,280,1275,83.0,187,CB,L,H
20756,Bassekou Diabaté,56,Normal  Controlled,6.4K,2,2,75,54,40,55,21,51,1,296,1344,80.0,184,ST,M,M
20757,Ghjuvanni Quilichini,56,Normal  Controlled,700,1,2,54,52,58,63,25,59,3,311,551,79.0,185,GK,M,M
20758,Eli Adams,56,Normal  Controlled,600,3,3,70,40,49,67,32,54,0,312,1450,70.0,180,CAM,H,L
20759,Alessandro Lopane,56,Normal  Controlled,500,2,1,76,41,46,62,30,56,1,311,1432,75.0,170,LM,H,L
20760,Nathanaël Saintini,56,Normal  Controlled,2K,2,2,60,27,39,38,54,68,2,286,1315,85.0,188,CB,M,H
20761,Reagan Singh,56,Normal  Controlled,9.8K,2,3,68,26,39,47,52,66,-1,298,1360,68.0,170,RB,M,M
20762,Evan Osam,56,Normal  Controlled,700,2,2,62,36,47,52,51,66,0,314,1431,70.0,178,LB,M,M
20763,Yunzi Duan,56,Normal  Controlled,0,2,4,73,57,44,52,23,55,0,304,1425,70.0,180,ST,M,M
20764,Josh Kerr,56,Normal  Controlled,10K,2,3,46,31,40,53,58,55,2,283,1356,70.0,178,CB,M,H
20765,Wei Cui,56,Normal  Controlled,950,2,3,74,52,56,57,51,63,0,353,1616,59.0,178,CDM,M,M
20766,Oscar Jonsson,56,Normal  Controlled,950,1,2,57,53,54,59,46,52,0,321,800,79.0,186,GK,M,M
20767,Yan Zhang,56,Normal  Controlled,700,1,2,59,53,52,58,32,54,1,308,764,78.0,184,GK,M,M
20768,Darragh Noone,56,Normal  Controlled,2K,2,3,54,48,54,57,47,54,3,314,1478,78.0,185,CM,M,M
20769,Yang Wang,56,Normal  Controlled,4K,2,3,64,33,45,47,56,58,0,303,1394,70.0,187,CB,L,M
20770,Ben House,56,Normal  Controlled,1.5K,2,3,63,56,43,55,21,55,0,293,1394,74.0,183,ST,M,M
20771,Dylan Duncan,56,Normal  Controlled,700,3,3,71,48,58,60,48,51,0,336,1573,75.0,173,CM,M,M
20772,Quanjiang Chen,56,Normal  Explosive,550,2,3,81,25,39,51,53,50,2,299,1375,63.0,175,RB,M,M
20773,Gabriel Isaac Cleur,56,Normal  Controlled,700,2,2,68,31,34,50,56,52,2,291,1336,70.0,181,RB,M,M
20774,John Ross Wilson,56,Normal  Controlled,600,2,2,55,41,51,53,54,60,3,314,1482,76.0,182,RWB,M,M
20775,Yahya Sunbul,56,Normal  Controlled,6.4K,2,3,74,48,51,60,34,38,-2,305,1399,72.0,175,LW,M,L
20776,Runar Hauge,56,Normal  Explosive,0,3,2,75,50,51,59,48,56,1,339,1542,70.0,175,LW,M,M
20777,Yue Liu,56,Normal  Explosive,850,2,3,73,50,49,55,31,46,0,304,1430,66.0,174,LM,M,M
20778,Lukas Jensen,56,Normal  Controlled,800,1,3,56,54,50,57,24,52,-1,293,610,90.0,198,GK,M,M
20779,Haoyang Xu,56,Normal  Controlled,0,2,3,72,47,52,55,49,52,0,327,1563,66.0,180,LM,M,L
20780,Ilan Sauter,56,Normal  Controlled,3.7K,2,5,76,38,46,49,54,67,1,330,1477,79.0,183,CB,M,H
20781,Yahya Al Qarni,56,Normal  Controlled,4.2K,3,4,62,39,54,53,53,49,0,310,1488,57.0,167,CDM,M,M
20782,Duncan Idehen,56,Normal  Controlled,10K,2,2,70,24,32,40,56,65,1,287,1294,77.0,187,CB,M,M
20783,Frank Stople,56,Normal  Controlled,10K,1,2,57,57,55,59,28,55,0,311,586,75.0,186,GK,M,M
20784,Calin Popescu,56,Normal  Controlled,1.4K,2,2,73,47,52,59,40,56,-2,327,1522,63.0,171,RW,M,M
20785,Mohammed Al Moqahwi,56,Normal  Controlled,500,1,3,57,53,53,58,39,54,0,314,694,70.0,179,GK,M,M
20786,Jeppe Pedersen,56,Normal  Controlled,2.4K,2,3,67,46,55,59,44,53,0,324,1525,72.0,181,CM,H,M
20787,Aboubacar Lô,56,Normal  Controlled,1K,2,2,54,32,33,36,59,53,-1,267,1290,76.0,183,CB,M,M
20788,Ali Al Salem,56,Normal  Controlled,500,2,3,69,24,48,52,51,58,-1,302,1374,79.0,181,LB,M,M
20789,Harvey Cartwright,56,Normal  Controlled,0,1,3,56,58,53,58,25,52,0,302,596,82.0,191,GK,M,M
20790,Marcus Andersen,56,Normal  Controlled,10K,1,3,56,54,56,56,20,54,0,296,597,75.0,185,GK,M,M
20791,Eui Bin Kang,56,Normal  Lengthy,500,2,3,61,25,29,39,56,69,0,279,1243,86.0,189,CB,M,M
20792,Manny Adebowale,56,Normal  Controlled,9.2K,2,2,53,22,35,37,55,64,2,266,1158,85.0,196,CB,M,L
20793,Leon King,56,Normal  Lengthy,550,2,3,58,27,36,40,55,66,7,282,1282,75.0,185,CB,M,M
20794,Kajetan Szmyt,56,Normal  Controlled,650,2,2,69,42,53,58,30,39,5,291,1382,68.0,171,LM,M,L
20795,Will Swan,56,Normal  Controlled,900,2,2,70,56,38,56,18,54,0,292,1351,75.0,182,ST,H,L
20796,Vlad Mitrea,56,Normal  Controlled,0,2,3,65,51,47,52,48,65,0,328,1510,74.0,182,CM,H,M
20797,Mateusz Dudek,56,Normal  Controlled,700,1,2,55,57,60,58,20,57,10,307,628,78.0,186,GK,M,M
20798,Mateusz Lewandowski,56,Normal  Controlled,950,2,2,67,55,42,55,20,62,12,301,1367,83.0,187,ST,M,M
20799,Lleyton Brooks,56,Normal  Explosive,700,2,3,78,47,47,59,27,43,0,301,1370,67.0,179,RM,H,M
20800,Yusuf Erdogan,56,Normal  Controlled,0,2,3,65,51,56,55,53,53,0,333,1619,71.0,175,CDM,H,H
20801,Kilian Bauernfeind,56,Normal  Controlled,800,2,3,68,49,58,59,39,61,4,334,1540,79.0,193,CM,M,M
20802,Ethan Brierley,56,Normal  Controlled,10K,2,2,71,46,54,57,52,56,0,336,1589,71.0,173,CM,M,M
20803,Samson Tovide,56,Normal  Controlled,700,2,2,79,55,44,59,33,70,3,340,1551,78.0,188,ST,H,M
20804,Carmine Chiappetta,56,Normal  Controlled,800,2,3,68,52,48,58,17,49,1,292,1358,71.0,175,LM,M,M
20805,Hazzaa Al Ghamdi,56,Normal  Controlled,700,2,4,68,51,51,58,26,51,1,305,1379,67.0,178,LM,M,M
20806,Al-Amin Kazeem,56,Normal  Controlled,700,2,2,72,37,45,51,50,62,47,317,1443,66.0,180,LB,M,M
20807,Sabelo Radebe,56,Normal  Controlled,900,2,3,67,55,56,60,46,47,0,331,1557,58.0,167,CM,M,M
20808,Sang Hoon Paik,56,Normal  Controlled,700,3,3,60,44,56,57,44,48,-1,309,1480,70.0,173,CM,M,M
20809,Sulaiman Hazazi,56,Normal  Lengthy,700,2,3,84,31,44,50,48,68,4,325,1401,72.0,178,LB,H,M
20810,Gi Hyeok Lee,56,Normal  Lengthy,0,3,3,65,42,50,54,46,67,1,324,1453,76.0,184,RM,H,M
20811,Baïla Diallo,56,Normal  Controlled,600,2,2,73,34,49,55,52,37,5,300,1378,70.0,176,LB,H,M
20812,Lucas Bergström,56,Normal  Controlled,0,1,2,57,56,58,57,23,54,9,305,623,84.0,200,GK,M,M
20813,Adisu Bayew,56,Normal  Explosive,800,2,3,86,53,44,62,26,43,3,314,1374,67.0,175,LM,H,L
20814,Cristian Ignat,56,Normal  Controlled,0,2,3,77,31,37,39,56,66,1,306,1355,80.0,186,CB,M,M
20815,Ben Hockenhull,56,Normal  Controlled,10K,2,3,63,27,41,44,58,57,0,290,1294,77.0,186,CB,M,M
20816,Maksym Kucheriavyi,56,Normal  Explosive,0,2,3,73,51,53,58,33,42,3,310,1508,77.0,165,RW,H,M
20817,Samy Faraj,56,Normal  Controlled,0,2,3,69,46,56,60,42,48,2,321,1507,64.0,178,CM,M,M
20818,Caleb Taylor,56,Normal  Controlled,1K,2,3,57,26,37,34,56,60,1,270,1248,82.0,192,CB,L,M
20819,Patrick Sutter,56,Normal  Controlled,1K,2,2,65,53,51,57,53,48,2,327,1516,72.0,172,RB,M,M
20820,Dylan Barkers,56,Normal  Lengthy,1K,2,3,61,38,49,50,52,67,1,317,1403,86.0,193,CDM,M,M
20821,Milan Robberechts,56,Normal  Controlled,800,2,3,65,49,58,60,46,49,3,327,1516,70.0,177,CM,M,M
20822,Mohamed Koné,56,Normal  Controlled,10K,1,3,56,53,54,58,21,54,1,296,556,78.0,186,GK,M,M
20823,Louis Zabala,56,Normal  Lengthy,1.4K,2,1,64,47,54,59,42,70,1,336,1543,75.0,175,CM,H,L
20824,Jakub Nowakowski,56,Normal  Controlled,1K,2,3,64,44,54,56,48,55,0,321,1511,69.0,176,CM,M,M
20825,Santiago Visentin,56,Normal  Controlled,0,2,2,55,25,29,31,57,66,1,263,1229,80.0,187,CB,L,M
20826,Nigel van Haveren,56,Normal  Controlled,500,1,3,58,56,53,53,29,57,-1,306,591,80.0,190,GK,M,M
20827,Isak Kjelsrud Vik,56,Normal  Controlled,10K,2,2,62,29,45,42,56,57,3,291,1342,80.0,188,CB,M,M
20828,Kieran Lloyd,56,Normal  Controlled,1.1K,2,3,70,29,45,53,51,53,1,301,1374,70.0,170,RWB,H,M
20829,Amadou Camara,56,Normal  Lengthy,950,2,3,75,55,42,53,20,60,0,305,1368,80.0,187,ST,M,M
20830,Abdullah Matuq,56,Normal  Controlled,1.8K,2,3,83,51,46,56,23,59,0,318,1358,70.0,175,RW,M,L
20831,Hira Mondal,56,Normal  Controlled,7K,2,4,69,36,41,46,52,71,1,315,1446,65.0,167,LB,H,M
20832,Abdulmalek Al Ayeri,56,Normal  Controlled,550,2,3,81,36,51,58,52,63,3,341,1539,70.0,175,CDM,M,M
20833,Dale Taylor,56,Normal  Controlled,0,2,2,68,55,45,58,19,53,0,298,1380,74.0,180,ST,H,L
20834,Adam Ingi Benediktsson,56,Normal  Controlled,950,1,3,56,53,52,59,37,55,3,312,632,89.0,196,GK,M,M
20835,Otto Rosengren,56,Normal  Controlled,700,2,3,64,45,58,59,48,48,1,322,1547,70.0,175,CM,M,M
20836,Teodor Stenshagen,56,Normal  Lengthy,650,2,2,61,31,42,42,56,65,0,297,1355,80.0,186,CB,M,M
20837,Jakob Kindberg,56,Normal  Controlled,700,1,1,53,55,61,60,27,56,0,312,679,80.0,184,GK,M,M
20838,Vincent Schwab,56,Normal  Controlled,0,2,2,52,29,37,35,56,60,0,269,1256,73.0,191,CB,M,M
20839,Shin Jin Kim,56,Normal  Lengthy,400,2,4,62,54,41,51,21,66,1,295,1379,80.0,186,ST,H,L
20840,Jacob Wakeling,56,Normal  Controlled,3.4K,2,2,65,56,47,57,20,58,0,303,1438,76.0,178,ST,M,M
20841,Julian Bauer,56,Normal  Controlled,3.8K,1,3,58,56,51,59,27,53,2,304,570,84.0,190,GK,M,M
20842,Patrick Schulte,56,Normal  Controlled,550,1,2,54,54,53,54,16,59,1,290,581,79.0,193,GK,M,M
20843,Sean Zawadzki,56,Normal  Controlled,500,2,3,72,45,46,51,54,65,0,333,1490,72.0,175,CDM,H,H
20844,Will Sands,56,Normal  Controlled,800,2,3,68,48,49,54,53,48,-1,320,1461,74.0,178,LB,H,M
20845,Filip Mihaljevic,56,Normal  Controlled,1K,2,3,60,58,39,56,21,66,9,300,1385,76.0,179,ST,H,H
20846,Victor Bezerra,56,Normal  Controlled,500,3,4,63,59,40,52,18,54,2,286,1353,79.0,183,ST,H,M
20847,Johan Bakke,56,Normal  Controlled,0,2,3,63,49,56,56,51,43,2,318,1542,71.0,186,CM,M,M
20848,Nicolo Tresoldi,56,Normal  Controlled,0,2,3,65,54,40,57,21,55,13,292,1342,76.0,184,ST,H,M
20849,Cyril Etoga,56,Normal  Controlled,850,2,2,55,43,49,53,57,60,1,317,1477,71.0,186,CDM,M,H
20850,Silas Ostrzinski,56,Normal  Controlled,3.5K,1,3,60,54,56,55,29,52,6,306,620,93.0,198,GK,M,M
20851,Lars Larsson Jendal,56,Normal  Controlled,850,1,3,56,55,56,56,29,55,2,307,597,85.0,193,GK,M,M
20852,Zech Obiero,56,Normal  Explosive,0,2,3,73,43,51,60,36,44,0,307,1452,70.0,170,CAM,M,M
20853,Kyu Min Park,56,Normal  Controlled,900,3,3,63,51,46,59,23,47,0,289,1345,71.0,180,RW,H,M
20854,Sean Brennan,56,Normal  Controlled,0,3,4,68,50,55,58,47,57,-1,335,1605,67.0,172,CM,M,M
20855,Oskar Ågren,56,Normal  Controlled,700,2,2,50,29,46,44,56,60,0,285,1278,82.0,191,CB,L,M
20856,Serge Ngoma,56,Normal  Explosive,1K,2,3,88,45,45,61,38,55,8,332,1464,75.0,178,RW,H,M
20857,Noah Allen,56,Normal  Controlled,750,2,2,73,29,45,58,50,54,1,309,1408,72.0,175,LB,M,M
20858,Chiekh Thiam,56,Normal  Explosive,650,3,3,75,45,44,58,51,54,1,327,1505,77.0,178,RB,H,M
20859,Collins Sichenje,56,Normal  Controlled,0,2,3,62,32,48,54,56,61,6,313,1406,75.0,189,CB,M,M
20860,Vincenzo Ciriello,56,Normal  Controlled,500,2,2,68,26,32,38,57,59,-2,280,1302,75.0,185,CB,M,M
20861,Jojea Kwizera,56,Normal  Explosive,800,2,2,77,46,50,59,37,37,2,306,1443,58.0,175,LM,M,M
20862,Brahim Ghalidi,56,Normal  Controlled,4.7K,3,3,74,49,47,62,21,32,1,285,1297,66.0,174,LW,M,M
20863,Jusef Erabi,56,Normal  Controlled,1K,2,3,70,54,46,56,25,61,1,312,1412,84.0,183,ST,M,M
20864,Ernest Nuamah,56,Normal  Explosive,7.9K,3,2,77,46,44,61,24,43,7,295,1358,71.0,178,RW,M,M
20865,Afrden Asqer,56,Normal  Controlled,7.7K,3,3,74,50,42,60,23,52,2,301,1359,75.0,180,LW,M,M
20866,Alan Nuñez,56,Libertadores  Controlled,700,2,3,67,26,47,52,54,50,0,296,1352,66.0,176,RB,M,M
20867,Max Weiß,56,Normal  Controlled,1.1K,1,2,60,57,58,64,26,48,6,313,618,83.0,194,GK,M,M
20868,Mustafa Kourouma,56,Normal  Controlled,8.9K,2,2,75,31,39,46,56,60,-1,307,1393,77.0,183,CB,M,M
20869,Oscar Solnørdal,56,Normal  Controlled,6.9K,2,2,63,46,53,56,52,53,-1,323,1533,72.0,175,CM,M,M
20870,Mutellip Iminqari,56,Normal  Controlled,1.4K,2,3,59,45,50,58,45,50,3,307,1425,69.0,186,RW,M,M
20871,Adrian Sandach,56,Normal  Controlled,700,1,2,57,61,56,57,22,55,1,308,584,77.0,190,GK,M,M
20872,Dominik Bauer,56,Normal  Controlled,800,2,2,55,26,29,35,55,68,1,268,1223,86.0,189,CB,M,M
20873,Ali Makki,56,Normal  Controlled,700,2,3,50,23,43,39,56,62,1,273,1291,75.0,179,CB,M,M
20874,Yahya Al Najai,56,Normal  Controlled,1K,2,3,73,52,50,57,26,52,0,310,1415,69.0,174,LM,M,M
20875,Jakub Ojrzynski,56,Normal  Controlled,0,1,2,56,56,57,60,25,58,0,312,626,84.0,196,GK,M,M
20876,Martin Delavallée,56,Normal  Controlled,750,1,2,57,53,62,54,46,55,-1,327,804,75.0,185,GK,M,M
20877,Philipp Birglehner,56,Normal  Controlled,800,2,2,68,27,35,53,54,58,0,295,1346,76.0,185,LB,M,M
20878,Igor Lewandowski,56,Normal  Controlled,750,2,2,63,37,51,52,54,59,15,316,1479,71.0,176,CDM,M,H
20879,Shawn Blum,56,Normal  Controlled,800,2,4,74,55,45,61,24,52,4,311,1428,77.0,182,ST,M,M
20880,Cemal Kaymaz,56,Normal  Lengthy,7K,2,4,56,39,55,54,50,67,3,321,1484,80.0,187,CM,M,M
20881,Hamza Anhari,56,Normal  Controlled,700,3,4,70,43,47,62,30,53,4,305,1436,72.0,178,CAM,H,M
20882,Moritz Onken,56,Normal  Controlled,1.3K,1,2,59,57,51,61,36,52,4,316,649,82.0,192,GK,M,M
20883,Fabio Abiuso,56,Normal  Controlled,0,3,3,60,57,40,52,19,55,2,283,1329,78.0,185,ST,M,M
20884,Davino Knappe,56,Normal  Controlled,500,2,3,69,51,51,59,25,48,2,303,1406,70.0,180,LM,M,M
20885,Mateo Biondic,56,Normal  Controlled,900,2,3,51,54,42,50,23,66,4,286,1322,84.0,190,ST,H,M
20886,Nils Hahne,56,Normal  Controlled,750,1,3,56,56,52,60,30,52,1,306,596,83.0,190,GK,M,M
20887,David Jaunegg,56,Normal  Controlled,700,2,3,57,39,47,55,55,62,-1,315,1425,78.0,189,RB,M,M
20888,Souleymane Cissé,56,Normal  Controlled,2K,2,2,49,35,36,36,57,60,0,273,1246,82.0,190,CB,M,M
